	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up_-N_v_+N	Dn_-N_v_+N	Up_-P_v_+P	Dn_-P_v_+P
Skcos26911	CAMNT_0000320673	MMETSP0013_2-20120614|33706 	27.117186873	235.564747748	30.1581258638	30.9134447327	18.9844518962	55.102316749	32.8229261059	27.9519849403	109.779189108	25.3125314776	0	0	1	0
Skcos2691	CAMNT_0000270771	MMETSP0013_2-20120614|8755 	25.5828810967	109.432497494	6.91799302969	17.438353439	3.73198627018	15.0499719755	6.43586786391	4.03153628947	18.6649180586	4.69717078965	0	0	1	0
Skcos26906	CAMNT_0000318469	MMETSP0013_2-20120614|32604 	9.2725436048	10.8057223738	1.72949825742	1.05686990539	0.162260272617	5.09757115299	0.965380179586	0.806307257894	6.38536670424	1.56572359655	0	0	1	0
Skcos26901	CAMNT_0000319191	MMETSP0013_2-20120614|32965 	7.70488335507	14.5666750961	11.5660195965	12.6824388647	5.67910954159	42.2370181248	3.53972732515	3.76276720351	18.4193270315	4.95812472241	0	1	1	0
Skcos26898	CAMNT_0000319161	MMETSP0013_2-20120614|32950 	4.6362718024	3.92935359046	3.78327743811	1.58530485809	0.649041090467	4.12660521909	2.57434714556	1.07507634386	6.38536670424	2.87049326034	0	0	1	0
Skcos2689	CAMNT_0000270641	MMETSP0013_2-20120614|8690 	14.8427406624	180.862532407	8.97177221038	8.45495924313	3.08294517972	13.1080401077	4.50510750474	3.76276720351	22.1031924378	4.43621685689	0	0	1	0
Skcos26883	CAMNT_0000318963	MMETSP0013_2-20120614|32851 	1.70107814333	47.9942474263	3.02662195049	6.077001956	2.59616436187	30.3426854345	11.2627687618	10.2132252667	53.0476618506	11.7429269741	0	0	1	0
Skcos26882	CAMNT_0000318957	MMETSP0013_2-20120614|32848 	16.7773001195	36.1781198436	15.2412033935	10.8329165303	5.35458899635	9.22417637208	3.21793393195	2.41892177368	20.1384642211	3.65335505862	0	0	1	0
Skcos26877	CAMNT_0000313179	MMETSP0013_2-20120614|29959 	3.90247338763	20.6571731613	4.10755836138	2.11373981078	0.48678081785	2.91289780171	0.965380179586	0.268769085965	5.89418465007	0.521907865517	0	0	1	0
Skcos2687	CAMNT_0000270637	MMETSP0013_2-20120614|8688 	21.0800271879	32.3610334986	6.26943118316	4.22747962157	1.46034245355	8.25321043818	1.93076035917	0.806307257894	8.10450389385	0.521907865517	0	0	1	0
Skcos26866	CAMNT_0000313315	MMETSP0013_2-20120614|30027 	7.87165572206	50.8851289965	3.8913710792	7.92652429044	2.43390408925	8.25321043818	1.60896696598	1.88138360175	10.8060051918	1.30476966379	0	0	1	0
Skcos2685	CAMNT_0000271061	MMETSP0013_2-20120614|8900 	3.46886523345	46.4225059902	2.59424738613	5.02013205061	0.811301363084	6.06853708689	0.965380179586	1.07507634386	9.57805005636	0.521907865517	0	0	1	0
Skcos26821	CAMNT_0000313627	MMETSP0013_2-20120614|30183 	9.67279728559	104.464671884	21.943009141	5.54856700331	4.8678081785	35.9257395544	18.3422234121	14.2447615561	53.7844349319	20.0934528224	0	0	1	0
Skcos2681	CAMNT_0000270557	MMETSP0013_2-20120614|8648 	7.0377938871	31.8277640827	3.8913710792	4.49169709791	1.9471232714	5.58305411994	1.93076035917	0.806307257894	9.33245902928	2.08763146207	0	0	1	0
Skcos2680	CAMNT_0000270555	MMETSP0013_2-20120614|8647 	0.767152888167	29.7227532307	1.40521733416	0.528434952696	1.13582190832	53.8886093316	2.57434714556	3.22522903158	40.2769284421	3.39240112586	0	1	1	0
Skcos26796	CAMNT_0000317109	MMETSP0013_2-20120614|31924 	0.70044394137	6.23083212202	3.45899651484	1.32108738174	0.0	2.67015631823	0.643586786391	0.0	4.91182054172	0.782861798275	0	0	1	0
Skcos26781	CAMNT_0000311717	MMETSP0013_2-20120614|29228 	1.63436919653	38.9006005456	1.62140461633	3.17060971617	0.649041090467	0.970965933903	0.965380179586	0.0	4.17504746047	1.30476966379	0	0	1	0
Skcos2678	CAMNT_0000270551	MMETSP0013_2-20120614|8645 	4.13595470142	41.6511480589	4.75612020791	9.51182914852	2.9206849071	12.1370741738	7.72304143669	5.37538171929	17.191371896	6.52384831896	0	0	1	0
Skcos26760	CAMNT_0000310067	MMETSP0013_2-20120614|28403 	3.46886523345	13.6966039439	10.5931768267	8.98339419583	2.10938354402	3.88386373561	4.18331411154	5.37538171929	17.4369629231	5.21907865517	0	0	1	0
Skcos2674	CAMNT_0000270483	MMETSP0013_2-20120614|8611 	8.70551755703	154.704264219	12.9712369307	16.3814835336	9.24883553915	91.0280563034	7.72304143669	11.0195325246	63.6080760153	11.4819730414	0	1	1	0
Skcos26739	CAMNT_0000309635	MMETSP0013_2-20120614|28187 	379.840743063	10.6373215056	150.033973831	411.915045626	185.950272419	146.615856019	53.4177032705	40.0465938087	129.426471274	39.4040438465	0	1	1	0
Skcos26722	CAMNT_0000309103	MMETSP0013_2-20120614|27921 	1.46759682954	24.530393129	1.83759189851	1.84952233444	0.9735616357	5.09757115299	0.965380179586	0.537538171929	6.87654875841	2.34858539483	0	0	1	0
Skcos26721	CAMNT_0000309101	MMETSP0013_2-20120614|27920 	9.4059614984	9.03751325806	15.4573906757	5.54856700331	1.78486299878	14.807230492	6.75766125711	5.64415080526	38.0666091984	6.78480225172	0	0	1	0
Skcos26715	CAMNT_0000309675	MMETSP0013_2-20120614|28207 	15.9100838111	3.14348287237	31.1309686336	22.4584854896	11.1959588106	7.28224450427	9.33200840267	6.71922714912	21.1208283294	5.21907865517	0	0	1	0
Skcos26712	CAMNT_0000308613	MMETSP0013_2-20120614|27676 	0.0	32.782035669	1.9456855396	1.05686990539	0.324520545233	25.9733387319	20.9165705577	13.1696852123	40.2769284421	13.0476966379	0	0	1	0
Skcos2671	CAMNT_0000270447	MMETSP0013_2-20120614|8593 	12.7414088383	39.5180703955	5.08040113118	7.92652429044	2.27164381663	35.4402565875	3.53972732515	3.49399811754	18.6649180586	2.60953932758	0	1	1	0
Skcos26707	CAMNT_0000308197	MMETSP0013_2-20120614|27468 	0.70044394137	6.56763385834	0.540468205445	0.0	0.0	2.91289780171	0.0	0.268769085965	4.17504746047	0.260953932758	0	0	1	0
Skcos26704	CAMNT_0000308187	MMETSP0013_2-20120614|27463 	3.43551076005	17.4294898548	6.70180574751	1.84952233444	7.30171226775	57.7724730672	7.4012480435	8.60061075087	64.3448490966	11.2210191086	0	1	1	0
Skcos2670	CAMNT_0000269577	MMETSP0013_2-20120614|8158 	4.7029807492	29.5824191739	2.05377918069	5.02013205061	1.46034245355	3.39838076866	0.321793393195	1.88138360175	9.08686800219	1.30476966379	0	1	1	0
Skcos26692	CAMNT_0000307927	MMETSP0013_2-20120614|27333 	459.758061326	234.891144275	542.089610061	75.0377632828	164.531916433	123.798156573	118.419968696	101.863483581	337.687662244	89.5071989361	0	0	1	0
Skcos2669	CAMNT_0000269443	MMETSP0013_2-20120614|8091 	2.00126840391	17.8504920252	1.40521733416	1.05686990539	0.162260272617	4.12660521909	0.321793393195	0.806307257894	6.13977567716	1.04381573103	0	0	1	0
Skcos26688	CAMNT_0000307097	MMETSP0013_2-20120614|26918 	12.4412185777	58.0421658934	19.1325744727	6.34121943235	4.8678081785	11.6515912068	10.9409753686	7.52553440701	26.7694219524	9.3943415793	0	0	1	0
Skcos26685	CAMNT_0000307383	MMETSP0013_2-20120614|27061 	1.03398867536	9.03751325806	1.83759189851	1.84952233444	0.0	18.4483527442	0.965380179586	0.537538171929	8.10450389385	0.260953932758	0	1	1	0
Skcos2668	CAMNT_0000269441	MMETSP0013_2-20120614|8090 	3.53557418025	14.6789423415	0.108093641089	5.54856700331	0.324520545233	1.69919038433	0.321793393195	0.0	2.94709232503	0.521907865517	0	1	1	0
Skcos26670	CAMNT_0000306807	MMETSP0013_2-20120614|26773 	25.0825639957	98.9074432342	24.1048819628	17.1741359626	10.8714382653	25.002372798	8.36662822308	8.60061075087	40.5225194692	8.08957191551	0	0	1	0
Skcos26662	CAMNT_0000306531	MMETSP0013_2-20120614|26635 	10.5733680673	80.1588132454	11.5660195965	11.6255689593	4.21876708803	7.0395030208	4.82690089793	5.91291989122	18.6649180586	5.74098652069	0	0	1	0
Skcos26649	CAMNT_0000306151	MMETSP0013_2-20120614|26445 	2.86848471228	63.9361962791	2.26996646287	2.64217476348	2.27164381663	3.64112225214	0.965380179586	0.0	3.43827437921	0.260953932758	0	0	1	0
Skcos26638	CAMNT_0000306071	MMETSP0013_2-20120614|26405 	0.93392525516	35.6729172391	3.99946472029	2.64217476348	1.13582190832	6.79676153732	2.25255375237	1.34384542982	7.36773081259	3.39240112586	0	0	1	0
Skcos26632	CAMNT_0000305459	MMETSP0013_2-20120614|26099 	15.0428675028	4.40648938359	1.08093641089	2.64217476348	0.811301363084	1.69919038433	0.643586786391	0.0	3.68386540629	0.260953932758	0	0	1	0
Skcos26628	CAMNT_0000305759	MMETSP0013_2-20120614|26249 	81.2181427255	14.0053388689	7.45846123513	3.96326214522	0.9735616357	22.8176994467	1.28717357278	1.61261451579	15.7178257335	3.91430899138	0	1	1	0
Skcos2662	CAMNT_0000269943	MMETSP0013_2-20120614|8341 	12.7747633117	32.5013675554	5.62086933662	6.34121943235	0.48678081785	9.95240082251	1.28717357278	2.95645994561	12.2795513543	2.08763146207	0	1	1	0
Skcos26614	CAMNT_0000304993	MMETSP0013_2-20120614|25866 	9.20583465801	39.7987385091	10.1608022624	6.077001956	4.54328763327	7.28224450427	5.14869429113	3.22522903158	34.137152765	4.95812472241	0	0	1	0
Skcos26613	CAMNT_0000304819	MMETSP0013_2-20120614|25779 	269.871044268	12.1248625077	106.796517396	9.24761167218	30.8294517972	82.7748458652	23.4909177033	26.0706013386	87.6759966698	39.1430899138	0	1	1	0
Skcos26612	CAMNT_0000304569	MMETSP0013_2-20120614|25654 	1.00063420196	28.2913458513	0.540468205445	2.37795728713	0.162260272617	3.39838076866	0.321793393195	0.0	6.63095773133	1.56572359655	0	0	1	0
Skcos26609	CAMNT_0000304265	MMETSP0013_2-20120614|25502 	3.30209286646	39.321602716	2.16187282178	1.58530485809	1.13582190832	3.64112225214	0.0	0.0	5.89418465007	0.0	0	0	1	0
Skcos26606	CAMNT_0000304351	MMETSP0013_2-20120614|25545 	3.26873839306	16.5594187027	2.26996646287	3.43482719252	0.649041090467	3.88386373561	0.321793393195	0.268769085965	4.66622951464	2.60953932758	0	0	1	0
Skcos26601	CAMNT_0000303757	MMETSP0013_2-20120614|25248 	1.70107814333	6.4553666129	3.67518379702	0.528434952696	0.9735616357	19.4193186781	0.321793393195	1.07507634386	5.15741156881	0.260953932758	0	1	0	0
Skcos26598	CAMNT_0000303181	MMETSP0013_2-20120614|24960 	43.8611325191	6.25889893338	93.609093183	45.9738408845	8.59979444869	34.4692906536	37.3280336107	29.5645994561	137.285384141	55.5831876775	0	0	1	0
Skcos26594	CAMNT_0000303553	MMETSP0013_2-20120614|25146 	48.8309490555	342.639633088	34.5899651484	41.2179263103	15.9015067164	133.750557395	17.6986366258	15.3198379	126.724969976	23.746807881	0	1	1	0
Skcos26592	CAMNT_0000302753	MMETSP0013_2-20120614|24746 	3.50221970685	112.098844574	4.10755836138	16.1172660572	1.46034245355	11.6515912068	4.82690089793	2.68769085965	16.2090077877	2.60953932758	0	0	1	0
Skcos26581	CAMNT_0000302941	MMETSP0013_2-20120614|24840 	0.333544733986	106.345148245	0.9728427698	4.49169709791	6.32815063205	9.46691785555	0.0	0.537538171929	0.245591027086	0.260953932758	0	1	0	0
Skcos26575	CAMNT_0000301623	MMETSP0013_2-20120614|24181 	60.4049513248	43.0264218155	43.777924641	8.45495924313	2.75842463448	7.0395030208	13.5153225142	6.45045806315	23.3311475732	6.2628943862	0	0	1	0
Skcos26574	CAMNT_0000302097	MMETSP0013_2-20120614|24418 	4.43614496201	34.1292426143	1.62140461633	6.077001956	1.46034245355	13.1080401077	1.60896696598	1.07507634386	15.7178257335	2.60953932758	0	1	1	0
Skcos26573	CAMNT_0000302007	MMETSP0013_2-20120614|24373 	3.26873839306	65.9289398857	2.16187282178	6.34121943235	2.43390408925	3.64112225214	2.25255375237	1.07507634386	8.10450389385	1.04381573103	0	0	1	0
Skcos26572	CAMNT_0000301839	MMETSP0013_2-20120614|24289 	2.3348131379	20.5729727272	3.67518379702	4.75591457426	0.0	6.31127857037	0.643586786391	0.268769085965	5.64859362298	0.521907865517	0	0	1	0
Skcos26570	CAMNT_0000301187	MMETSP0013_2-20120614|23963 	10.6734314875	71.9071707054	4.10755836138	5.54856700331	3.73198627018	10.6806252729	3.86152071835	1.07507634386	12.5251423814	1.56572359655	0	0	1	0
Skcos26566	CAMNT_0000301439	MMETSP0013_2-20120614|24089 	0.900570781761	6.93250240603	1.72949825742	1.32108738174	0.0	16.0209379094	0.643586786391	0.268769085965	6.63095773133	0.260953932758	0	1	1	0
Skcos2656	CAMNT_0000268939	MMETSP0013_2-20120614|7839 	2.3681676113	17.6540243457	0.216187282178	0.792652429044	0.48678081785	1.45644890085	0.0	0.0	3.92945643338	0.260953932758	0	1	1	0
Skcos26550	CAMNT_0000323825	MMETSP0013_2-20120614|35282 	5.53684258416	43.4193571746	5.29658841336	3.17060971617	1.9471232714	14.3217475251	3.53972732515	1.88138360175	11.297187246	5.74098652069	0	0	1	0
Skcos26548	CAMNT_0000323779	MMETSP0013_2-20120614|35259 	158.70058443	213.588434453	230.455642802	81.3789827152	53.2213694183	144.188441185	72.403513469	72.8364222964	349.721622571	74.3718708362	0	0	1	0
Skcos26537	CAMNT_0000320549	MMETSP0013_2-20120614|33644 	5.73696942455	107.636221567	10.0527086213	17.1741359626	3.8942465428	15.0499719755	7.0794546503	6.45045806315	23.5767386003	6.52384831896	0	0	1	0
Skcos26534	CAMNT_0000320383	MMETSP0013_2-20120614|33561 	40.5256851793	62.139920352	54.4791951088	26.4217476348	9.41109581177	25.2451142815	18.3422234121	19.3513741895	55.9947541757	22.4420382172	0	0	1	0
Skcos26533	CAMNT_0000320979	MMETSP0013_2-20120614|33859 	31.886876569	34.8028460869	10.4850831856	5.81278447965	3.08294517972	54.1313508151	1.60896696598	2.95645994561	41.2592925505	2.08763146207	0	1	1	0
Skcos26530	CAMNT_0000320825	MMETSP0013_2-20120614|33782 	6.87102152011	11.058323676	5.18849477227	3.17060971617	1.46034245355	2.42741483476	0.321793393195	0.0	4.17504746047	0.0	0	0	1	0
Skcos26527	CAMNT_0000320511	MMETSP0013_2-20120614|33625 	1.43424235614	117.824474091	2.48615374504	1.32108738174	1.46034245355	12.3798156573	0.643586786391	0.537538171929	15.2266436793	0.782861798275	0	1	1	0
Skcos26525	CAMNT_0000320817	MMETSP0013_2-20120614|33778 	17.4110351141	29.3017510603	28.4286276064	17.9667883917	6.00363008682	12.8652986242	10.6191819755	6.71922714912	23.5767386003	9.91624944482	0	0	1	0
Skcos2652	CAMNT_0000268627	MMETSP0013_2-20120614|7683 	6.13722310534	35.1677146346	15.781671599	6.86965438505	1.29808218093	13.3507815912	4.50510750474	5.10661263333	27.2606040066	11.2210191086	0	1	1	0
Skcos26517	CAMNT_0000320795	MMETSP0013_2-20120614|33767 	31.1530781543	58.1544331388	10.1608022624	13.2108738174	4.21876708803	16.7491623598	2.57434714556	4.30030537544	9.33245902928	2.34858539483	0	1	0	0
Skcos2651	CAMNT_0000268631	MMETSP0013_2-20120614|7685 	7.67152888167	77.2959984866	10.7012704678	11.6255689593	7.13945199514	12.8652986242	6.75766125711	5.10661263333	24.0679206545	5.48003258793	0	1	1	0
Skcos26506	CAMNT_0000320627	MMETSP0013_2-20120614|33683 	25.3493997829	79.036140791	27.2395975544	14.5319611991	3.40746572495	34.2265491701	14.4807026938	12.0946088684	38.5577912525	14.8743741672	0	0	1	0
Skcos26500	CAMNT_0000321029	MMETSP0013_2-20120614|33884 	12.9415356786	22.0885805407	1.40521733416	3.96326214522	0.162260272617	3.88386373561	0.965380179586	0.268769085965	4.66622951464	2.34858539483	0	0	1	0
Skcos26495	CAMNT_0000322189	MMETSP0013_2-20120614|34464 	12.2744462107	123.99917259	10.0527086213	11.0971340066	3.24520545233	12.1370741738	3.21793393195	2.95645994561	19.1561001127	3.1314471931	0	0	1	0
Skcos26481	CAMNT_0000318001	MMETSP0013_2-20120614|32370 	1.23411551575	44.7946309313	3.13471559158	4.49169709791	2.27164381663	9.70965933903	3.53972732515	2.95645994561	11.0515962189	3.39240112586	0	0	1	0
Skcos26478	CAMNT_0000319093	MMETSP0013_2-20120614|32916 	18.4450237894	63.2064591837	8.53939764602	9.77604662487	3.73198627018	5.82579560342	2.57434714556	1.88138360175	10.3148231376	0.782861798275	0	0	1	0
Skcos26476	CAMNT_0000318953	MMETSP0013_2-20120614|32846 	2.83513023888	48.5555836536	1.51331097524	6.6054369087	0.48678081785	3.64112225214	0.0	0.537538171929	4.91182054172	0.782861798275	0	0	1	0
Skcos26456	CAMNT_0000316129	MMETSP0013_2-20120614|31434 	14.5425504018	104.408538261	21.943009141	18.4952233444	6.32815063205	27.4297876328	11.9063555482	10.7507634386	55.9947541757	14.6134202345	0	0	1	0
Skcos26454	CAMNT_0000315389	MMETSP0013_2-20120614|31064 	12.7747633117	4.85555836536	17.4030762153	8.45495924313	2.75842463448	5.58305411994	12.5499423346	7.79430349298	26.2782398982	14.3524663017	0	0	1	0
Skcos26444	CAMNT_0000315439	MMETSP0013_2-20120614|31089 	1.56766024973	9.54271586255	0.9728427698	2.64217476348	0.0	1.45644890085	0.0	0.0	2.94709232503	1.04381573103	0	0	1	0
Skcos26441	CAMNT_0000316601	MMETSP0013_2-20120614|31670 	29.0183918568	190.770116817	25.510099297	23.2511379186	11.6827396284	33.2555832362	13.5153225142	12.6321470403	53.0476618506	13.0476966379	0	0	1	0
Skcos2644	CAMNT_0000268291	MMETSP0013_2-20120614|7515 	5.83703284475	139.127183914	4.75612020791	5.54856700331	2.59616436187	20.1475431285	2.25255375237	1.61261451579	22.839965519	1.82667752931	0	1	1	0
Skcos26439	CAMNT_0000316209	MMETSP0013_2-20120614|31474 	0.867216308363	13.5001362644	0.648561846533	2.64217476348	0.48678081785	4.36934670256	0.321793393195	0.0	3.68386540629	0.0	0	0	1	0
Skcos26437	CAMNT_0000316003	MMETSP0013_2-20120614|31371 	49.0310758959	37.9743957707	89.1772538983	24.8364427767	11.3582190832	55.3450582325	44.0856948678	34.6712120894	192.543365236	41.2307213758	0	0	1	0
Skcos26433	CAMNT_0000311961	MMETSP0013_2-20120614|29350 	15.5431846037	16.5313518913	2.05377918069	1.32108738174	0.649041090467	2.67015631823	0.643586786391	0.0	7.61332183967	1.82667752931	0	0	1	0
Skcos26427	CAMNT_0000312299	MMETSP0013_2-20120614|29519 	2.4015220847	23.3796538632	5.40468205445	3.96326214522	1.46034245355	9.95240082251	2.25255375237	2.41892177368	21.6120103836	0.782861798275	0	0	1	0
Skcos26419	CAMNT_0000313821	MMETSP0013_2-20120614|30280 	5.30336127037	37.8621285252	4.864213849	6.077001956	3.8942465428	1.45644890085	3.53972732515	0.537538171929	6.63095773133	1.56572359655	0	0	1	0
Skcos26416	CAMNT_0000313619	MMETSP0013_2-20120614|30179 	32.4872570902	72.4404401213	8.43130400493	15.0603961518	2.59616436187	12.8652986242	4.50510750474	2.95645994561	24.3135116815	5.21907865517	0	0	1	0
Skcos2641	CAMNT_0000268265	MMETSP0013_2-20120614|7502 	4.20266364822	11.058323676	4.10755836138	2.11373981078	1.13582190832	15.5354549424	2.89614053876	5.10661263333	23.8223296274	4.43621685689	0	1	1	0
Skcos26398	CAMNT_0000311779	MMETSP0013_2-20120614|29259 	0.100063420196	1.90854317251	0.324280923267	0.0	0.0	0.485482966951	0.0	0.268769085965	6.13977567716	0.260953932758	0	0	1	0
Skcos26383	CAMNT_0000311705	MMETSP0013_2-20120614|29222 	67.8096444193	52.8778726031	62.8024054727	64.7332817052	16.7128080795	47.0918477943	14.4807026938	12.6321470403	49.6093874714	9.3943415793	0	1	1	0
Skcos26379	CAMNT_0000310937	MMETSP0013_2-20120614|28838 	5.90374179155	6.34309936746	9.18795949256	3.69904466887	2.27164381663	5.09757115299	3.53972732515	6.45045806315	24.3135116815	5.48003258793	0	0	1	0
Skcos26376	CAMNT_0000310673	MMETSP0013_2-20120614|28706 	4.769689696	25.7933996402	6.91799302969	4.22747962157	1.13582190832	9.70965933903	0.965380179586	2.68769085965	15.4722347064	1.82667752931	0	1	1	0
Skcos26370	CAMNT_0000310805	MMETSP0013_2-20120614|28772 	7.30462967429	6.84830197195	20.7539790891	5.02013205061	2.27164381663	6.55402005384	12.8717357278	6.98799623508	50.1005695256	10.4381573103	0	0	1	0
Skcos26368	CAMNT_0000310551	MMETSP0013_2-20120614|28645 	24.1486387406	15.492879871	24.1048819628	5.28434952696	1.29808218093	23.5459238971	4.18331411154	2.95645994561	13.7530975168	2.34858539483	0	1	1	0
Skcos26357	CAMNT_0000311057	MMETSP0013_2-20120614|28898 	1.60101472313	0.589403038569	4.43183928464	2.37795728713	0.48678081785	4.12660521909	3.21793393195	1.07507634386	10.8060051918	2.87049326034	0	0	1	0
Skcos26346	CAMNT_0000309185	MMETSP0013_2-20120614|27962 	49.1644937895	105.811878829	34.049496943	7.92652429044	4.70554790589	25.002372798	15.4460828734	5.37538171929	50.3461605527	8.61147978103	0	0	1	0
Skcos26330	CAMNT_0000308693	MMETSP0013_2-20120614|27716 	11.1737485885	50.772861751	18.0516380618	5.54856700331	3.8942465428	11.1661082399	9.33200840267	5.91291989122	23.0855565461	7.82861798275	0	0	1	0
Skcos26324	CAMNT_0000307869	MMETSP0013_2-20120614|27304 	3.70234654724	36.907856939	5.40468205445	5.02013205061	0.649041090467	4.85482966951	0.965380179586	2.95645994561	16.7001898419	3.39240112586	0	0	1	0
Skcos26323	CAMNT_0000307867	MMETSP0013_2-20120614|27303 	0.533671574377	28.0106777377	0.9728427698	2.64217476348	1.29808218093	4.12660521909	0.643586786391	0.0	7.1221397855	1.04381573103	0	0	1	0
Skcos26310	CAMNT_0000308771	MMETSP0013_2-20120614|27755 	3.56892865365	30.4524903261	2.48615374504	1.84952233444	0.48678081785	7.0395030208	0.643586786391	0.268769085965	9.57805005636	2.08763146207	0	0	1	0
Skcos26301	CAMNT_0000307447	MMETSP0013_2-20120614|27093 	5.06987995658	46.9277085946	8.53939764602	3.43482719252	6.8149314499	47.0918477943	4.82690089793	4.83784354736	126.970561004	7.82861798275	0	1	1	0
